Miasto;Wojewodztwo;Latitude;Longitude
Polanów;zachodniopomorskie;54.11944444444445;16.688333333333333
Police;zachodniopomorskie;53.55;14.570833333333333
Połczyn-Zdrój;zachodniopomorskie;53.76583333333333;16.092499999999998
Pyrzyce;zachodniopomorskie;53.143055555555556;14.893055555555556
Recz;zachodniopomorskie;53.26222222222222;15.547222222222222
Resko;zachodniopomorskie;53.77305555555555;15.405833333333334
Sianów;zachodniopomorskie;54.23027777777778;16.297500000000003
Sławno;zachodniopomorskie;54.36222222222222;16.68027777777778
Stargard;zachodniopomorskie;53.337500000000006;15.037777777777778
Stepnica;zachodniopomorskie;53.65361111111111;14.6325
Suchań;zachodniopomorskie;53.27861111111111;15.324722222222222
Szczecin;zachodniopomorskie;53.43805555555555;14.542222222222222
Szczecinek;zachodniopomorskie;53.72083333333334;16.68611111111111
Świdwin;zachodniopomorskie;53.77444444444444;15.776666666666667
Świnoujście;zachodniopomorskie;53.907777777777774;14.247499999999999
Trzcińsko-Zdrój;zachodniopomorskie;52.96527777777778;14.608055555555556
Trzebiatów;zachodniopomorskie;54.05722222222222;15.278611111111111
Tuczno;zachodniopomorskie;53.193888888888885;16.154444444444444
Tychowo;zachodniopomorskie;53.92833333333333;16.258055555555554
Wałcz;zachodniopomorskie;53.276944444444446;16.46333333333333
Węgorzyno;zachodniopomorskie;53.538888888888884;15.562777777777779
Wolin (miasto);zachodniopomorskie;53.84138888888889;14.611388888888888
Złocieniec;zachodniopomorskie;53.52916666666667;16.011944444444445
Bełżyce;lubelskie;51.17426666666666;22.28023888888889
Biała Podlaska;lubelskie;52.03333333333333;23.116666666666667
Biłgoraj;lubelskie;50.54083333333333;22.721944444444443
Bychawa;lubelskie;51.01583333333333;22.532777777777778
Chełm;lubelskie;51.132222222222225;23.477777777777778
Dęblin;lubelskie;51.56666666666667;21.86138888888889
Frampol;lubelskie;50.671388888888885;22.670555555555556
Goraj;lubelskie;50.72027777777778;22.66777777777778
Hrubieszów;lubelskie;50.802499999999995;23.891944444444444
Izbica (miasto);lubelskie;50.891666666666666;23.156666666666666
Janów Lubelski;lubelskie;50.70666666666667;22.410555555555554
Józefów (powiat biłgorajski);lubelskie;50.483333333333334;23.05
Józefów nad Wisłą;lubelskie;51.04083333333333;21.829166666666666
Kamionka (powiat lubartowski);lubelskie;51.470555555555556;22.463055555555556
Kazimierz Dolny;lubelskie;51.322069444444445;21.945747222222224
Kock;lubelskie;51.64134166666667;22.447983333333333
Krasnobród;lubelskie;50.54472222222222;23.21527777777778
Krasnystaw;lubelskie;50.98388888888889;23.169722222222223
Kraśnik;lubelskie;50.921388888888885;22.22083333333333
Lubartów;lubelskie;51.46222222222222;22.608611111111113
Lublin;lubelskie;51.25;22.566666666666666
Lubycza Królewska;lubelskie;50.34080277777778;23.519624999999998
Łaszczów;lubelskie;50.531666666666666;23.71527777777778
Łęczna;lubelskie;51.30166666666666;22.879166666666666
Łuków;lubelskie;51.92722222222222;22.383333333333333
Międzyrzec Podlaski;lubelskie;51.98541111111111;22.78483611111111
Modliborzyce;lubelskie;50.7525;22.329444444444444
Nałęczów;lubelskie;51.28722222222222;22.21472222222222
Opole Lubelskie;lubelskie;51.14722222222222;21.968888888888888
Ostrów Lubelski;lubelskie;51.49111111111111;22.855
Parczew;lubelskie;51.64136111111111;22.904055555555555
Piaski (miasto);lubelskie;51.134166666666665;22.84472222222222
Poniatowa;lubelskie;51.181666666666665;22.06861111111111
Puławy;lubelskie;51.41638888888889;21.969166666666666
Radzyń Podlaski;lubelskie;51.782777777777774;22.624166666666667
Rejowiec;lubelskie;51.09444444444445;23.283055555555556
Rejowiec Fabryczny;lubelskie;51.11944444444445;23.245
Ryki;lubelskie;51.624722222222225;21.93305555555556
Siedliszcze;lubelskie;51.19444444444444;23.163888888888888
Stoczek Łukowski;lubelskie;51.96333333333334;21.96833333333333
Szczebrzeszyn;lubelskie;50.69472222222222;22.979444444444443
Świdnik;lubelskie;51.219722222222224;22.7
Tarnogród;lubelskie;50.361111111111114;22.741666666666667
Terespol;lubelskie;52.07416666666667;23.611111111111114
Tomaszów Lubelski;lubelskie;50.45305555555556;23.41916666666667
Tyszowce;lubelskie;50.61833333333333;23.709722222222222
Urzędów;lubelskie;50.99305555555556;22.1425
Włodawa;lubelskie;51.54472222222222;23.547777777777778
Zamość;lubelskie;50.720555555555556;23.25861111111111
Zwierzyniec (miasto);lubelskie;50.614444444444445;22.966944444444444
Alwernia;małopolskie;50.0625;19.541944444444447
Andrychów;małopolskie;49.855000000000004;19.34111111111111
Biecz;małopolskie;49.731944444444444;21.2625
Bobowa;małopolskie;49.70861111111111;20.94472222222222
Bochnia;małopolskie;49.96888888888889;20.43
Brzesko;małopolskie;49.96888888888889;20.60638888888889
Brzeszcze;małopolskie;49.980555555555554;19.151944444444442
Bukowno;małopolskie;50.268055555555556;19.463055555555556
Chełmek;małopolskie;50.099722222222226;19.248611111111114
Chrzanów;małopolskie;50.14111111111111;19.403888888888886
Ciężkowice;małopolskie;49.78611111111111;20.973611111111108
Czarny Dunajec (miasto);małopolskie;49.43944444444444;19.854166666666668
Czchów;małopolskie;49.83388888888889;20.673055555555557
Dąbrowa Tarnowska;małopolskie;50.17472222222222;20.98638888888889
Dobczyce;małopolskie;49.87916666666667;20.091388888888886
Gorlice;małopolskie;49.654444444444444;21.159166666666664
Grybów;małopolskie;49.62444444444444;20.948333333333334
Jordanów;małopolskie;49.649166666666666;19.83
Kalwaria Zebrzydowska;małopolskie;49.86805555555556;19.676944444444445
Kęty;małopolskie;49.88333333333333;19.221944444444443
Koszyce (województwo małopolskie);małopolskie;50.17027777777778;20.573055555555555
Kraków;małopolskie;50.061388888888885;19.938333333333333
Krynica-Zdrój;małopolskie;49.41166666666666;20.955
Krzeszowice;małopolskie;50.135;19.631944444444446
Książ Wielki;małopolskie;50.44222222222222;20.140277777777776
Libiąż;małopolskie;50.103611111111114;19.315555555555555
Limanowa;małopolskie;49.70166666666667;20.425555555555558
Maków Podhalański;małopolskie;49.730555555555554;19.680833333333336
Miechów;małopolskie;50.35777777777778;20.0325
Mszana Dolna;małopolskie;49.675374999999995;20.07667222222222
Muszyna;małopolskie;49.358333333333334;20.9
Myślenice;małopolskie;49.833333333333336;19.940555555555555
Niepołomice;małopolskie;50.03388888888889;20.21722222222222
Nowe Brzesko;małopolskie;50.13722222222222;20.384722222222223
Nowy Sącz;małopolskie;49.625;20.695555555555554
Nowy Targ;małopolskie;49.47777777777778;20.029999999999998
Nowy Wiśnicz;małopolskie;49.914722222222224;20.460833333333333
Olkusz;małopolskie;50.27916666666667;19.559722222222224
Oświęcim;małopolskie;50.03916666666667;19.22083333333333
Piwniczna-Zdrój;małopolskie;49.43527777777778;20.711388888888887
Proszowice;małopolskie;50.19313888888889;20.28871666666667
Rabka-Zdrój;małopolskie;49.609722222222224;19.965833333333332
Radłów;małopolskie;50.085439722222226;20.842069444444444
Ryglice;małopolskie;49.87861111111111;21.13722222222222
Skała (miasto);małopolskie;50.230555555555554;19.853611111111114
Skawina;małopolskie;49.975;19.828333333333333
Słomniki;małopolskie;50.240833333333335;20.081666666666667
Stary Sącz;małopolskie;49.5625;20.636388888888888
Sucha Beskidzka;małopolskie;49.74027777777778;19.58861111111111
Sułkowice;małopolskie;49.83777777777778;19.795555555555556
Szczawnica;małopolskie;49.422777777777775;20.482777777777777
Szczucin;małopolskie;50.30905555555555;21.074805555555557
Świątniki Górne;małopolskie;49.93472222222222;19.953888888888887
Tarnów;małopolskie;50.01222222222222;20.985555555555557
Trzebinia;małopolskie;50.15972222222222;19.470555555555553
Tuchów;małopolskie;49.894999999999996;21.054166666666667
Wadowice;małopolskie;49.8825;19.494444444444447
Wieliczka;małopolskie;49.986111111111114;20.061666666666667
Wojnicz;małopolskie;49.95777777777778;20.839444444444442
Wolbrom;małopolskie;50.385555555555555;19.759444444444444
Zakliczyn;małopolskie;49.85611111111111;20.81388888888889
Zakopane;małopolskie;49.29944444444444;19.951944444444443
Zator (miasto);małopolskie;49.99638888888889;19.438055555555557
Żabno;małopolskie;50.132777777777775;20.885277777777777
Bardo (miasto);dolnośląskie;50.50861111111111;16.74388888888889
Bielawa;dolnośląskie;50.683055555555555;16.611111111111114
Bierutów;dolnośląskie;51.12361111111111;17.5425
Bogatynia;dolnośląskie;50.9075;14.953888888888889
Boguszów-Gorce;dolnośląskie;50.75611111111111;16.205
Bolesławiec;dolnośląskie;51.263888888888886;15.560833333333335
Bolków;dolnośląskie;50.92194444444444;16.101944444444445
Brzeg Dolny;dolnośląskie;51.270833333333336;16.72083333333333
Bystrzyca Kłodzka;dolnośląskie;50.29944444444444;16.653333333333332
Chocianów;dolnośląskie;51.41722222222222;15.901388888888889
Chojnów;dolnośląskie;51.27111111111111;15.930555555555555
Duszniki-Zdrój;dolnośląskie;50.40416666666667;16.390555555555554
Dzierżoniów;dolnośląskie;50.72805555555556;16.65111111111111
Głogów;dolnośląskie;51.659166666666664;16.080555555555556
Głuszyca;dolnośląskie;50.686388888888885;16.37138888888889
Góra (miasto);dolnośląskie;51.668055555555554;16.539444444444445
Gryfów Śląski;dolnośląskie;51.02722222222222;15.419166666666666
Jawor (miasto);dolnośląskie;51.04861111111111;16.196944444444444
Jaworzyna Śląska;dolnośląskie;50.91277777777778;16.431944444444447
Jedlina-Zdrój;dolnośląskie;50.721111111111114;16.33888888888889
Jelcz-Laskowice;dolnośląskie;51.03527777777778;17.34111111111111
Jelenia Góra;dolnośląskie;50.903888888888886;15.736388888888888
Kamieniec Ząbkowicki;dolnośląskie;50.52638888888889;16.878055555555555
Kamienna Góra;dolnośląskie;50.784166666666664;16.035555555555558
Karpacz;dolnośląskie;50.77833333333333;15.757222222222222
Kąty Wrocławskie;dolnośląskie;51.030833333333334;16.7675
Kłodzko;dolnośląskie;50.437777777777775;16.652777777777775
Kowary;dolnośląskie;50.791666666666664;15.833333333333334
Kudowa-Zdrój;dolnośląskie;50.43833333333333;16.239444444444445
Lądek-Zdrój;dolnośląskie;50.34305555555556;16.879444444444445
Legnica;dolnośląskie;51.20527777777778;16.156388888888888
Leśna;dolnośląskie;51.02361111111111;15.266666666666667
Lubań (województwo dolnośląskie);dolnośląskie;51.11805555555556;15.289166666666667
Lubawka;dolnośląskie;50.70333333333333;16.001944444444444
Lubin;dolnośląskie;51.3975;16.209444444444443
Lubomierz;dolnośląskie;51.01166666666666;15.509722222222223
Lwówek Śląski;dolnośląskie;51.11027777777778;15.584722222222222
Mieroszów;dolnośląskie;50.66694444444444;16.189722222222223
Międzybórz;dolnośląskie;51.399166666666666;17.665555555555553
Międzylesie;dolnośląskie;50.14944444444444;16.66638888888889
Miękinia;dolnośląskie;51.19025;16.73613888888889
Milicz;dolnośląskie;51.527499999999996;17.27138888888889
Mirsk;dolnośląskie;50.969166666666666;15.382777777777779
Niemcza;dolnośląskie;50.715833333333336;16.834999999999997
Nowa Ruda;dolnośląskie;50.579213888888894;16.501458333333332
Nowogrodziec;dolnośląskie;51.20111111111111;15.385555555555555
Oborniki Śląskie;dolnośląskie;51.29861111111111;16.901666666666664
Oleśnica;dolnośląskie;51.21277777777778;17.383055555555558
Olszyna;dolnośląskie;51.06666666666667;15.38888888888889
Oława;dolnośląskie;50.943888888888885;17.2925
Piechowice;dolnośląskie;50.855555555555554;15.61888888888889
Pieńsk;dolnośląskie;51.24638888888889;15.046111111111111
Pieszyce;dolnośląskie;50.71277777777778;16.58222222222222
Piława Górna;dolnośląskie;50.681666666666665;16.754722222222224
Polanica-Zdrój;dolnośląskie;50.405833333333334;16.511388888888888
Polkowice;dolnośląskie;51.50111111111111;16.0675
Prochowice;dolnośląskie;51.274166666666666;16.365000000000002
Prusice;dolnośląskie;51.370555555555555;16.959722222222222
Przemków;dolnośląskie;51.526666666666664;15.784722222222221
Radków;dolnośląskie;50.50388888888889;16.403333333333332
Siechnice;dolnośląskie;51.033055555555556;17.145555555555553
Sobótka (miasto);dolnośląskie;50.89861111111111;16.744444444444447
Stronie Śląskie;dolnośląskie;50.29555555555555;16.8775
Strzegom;dolnośląskie;50.961111111111116;16.344444444444445
Strzelin;dolnośląskie;50.780833333333334;17.064722222222223
Syców;dolnośląskie;51.309999999999995;17.723611111111108
Szczawno-Zdrój;dolnośląskie;50.79944444444444;16.255
Szczytna;dolnośląskie;50.41305555555555;16.447222222222223
Szklarska Poręba;dolnośląskie;50.82666666666667;15.521111111111113
Ścinawa;dolnośląskie;51.41111111111111;16.423055555555557
Środa Śląska;dolnośląskie;51.163888888888884;16.595
Świdnica;dolnośląskie;50.84444444444445;16.491666666666667
Świebodzice;dolnośląskie;50.85944444444445;16.318055555555556
Świeradów-Zdrój;dolnośląskie;50.90833333333333;15.333333333333334
Świerzawa;dolnośląskie;51.014722222222225;15.892777777777777
Trzebnica;dolnośląskie;51.305;17.06138888888889
Twardogóra;dolnośląskie;51.36472222222223;17.46972222222222
Wałbrzych;dolnośląskie;50.770833333333336;16.273888888888887
Wąsosz (miasto);dolnośląskie;51.56305555555555;16.691944444444445
Węgliniec;dolnośląskie;51.288333333333334;15.225555555555555
Wiązów;dolnośląskie;50.81527777777777;17.203611111111112
Wleń;dolnośląskie;51.016666666666666;15.670555555555556
Wojcieszów;dolnośląskie;50.95472222222222;15.923055555555555
Wołów;dolnośląskie;51.336666666666666;16.644444444444446
Wrocław;dolnośląskie;51.11;17.022222222222222
Zawidów;dolnośląskie;51.02615;15.062383333333335
Ząbkowice Śląskie;dolnośląskie;50.591408333333334;16.812741666666668
Zgorzelec;dolnośląskie;51.150277777777774;15.008611111111112
Ziębice;dolnośląskie;50.6;17.044444444444448
Złotoryja;dolnośląskie;51.12388888888889;15.919444444444444
Złoty Stok;dolnośląskie;50.44305555555555;16.874444444444446
Żarów;dolnośląskie;50.940555555555555;16.494444444444447
Żmigród;dolnośląskie;51.47027777777778;16.904999999999998
Bieżuń;mazowieckie;52.96138888888889;19.890833333333333
Błonie;mazowieckie;52.196666666666665;20.616944444444446
Bodzanów;mazowieckie;52.501666666666665;20.02861111111111
Brok;mazowieckie;52.7;21.859722222222224
Brwinów;mazowieckie;52.1425;20.717499999999998
Cegłów;mazowieckie;52.14694444444444;21.73888888888889
Chorzele;mazowieckie;53.26111111111111;20.899166666666666
Ciechanów;mazowieckie;52.88166666666667;20.610555555555557
Czerwińsk nad Wisłą;mazowieckie;52.39722222222222;20.309166666666666
Drobin;mazowieckie;52.738055555555555;19.990277777777777
Garwolin;mazowieckie;51.89694444444444;21.615000000000002
Gąbin;mazowieckie;52.39972222222222;19.730555555555554
Glinojeck;mazowieckie;52.81805555555556;20.28611111111111
Gostynin;mazowieckie;52.42916666666667;19.461666666666666
Góra Kalwaria;mazowieckie;51.984722222222224;21.21388888888889
Grodzisk Mazowiecki;mazowieckie;52.10638888888889;20.631666666666668
Grójec;mazowieckie;51.86555555555556;20.8675
Halinów;mazowieckie;52.225833333333334;21.352777777777778
Iłża;mazowieckie;51.16222222222222;21.236944444444447
Jadów;mazowieckie;52.47833333333333;21.6325
Jastrząb (miasto);mazowieckie;51.246944444444445;20.948888888888888
Jedlnia-Letnisko;mazowieckie;51.43083333333333;21.328055555555554
Józefów (powiat otwocki);mazowieckie;52.135555555555555;21.236944444444447
Kałuszyn;mazowieckie;52.208333333333336;21.811666666666667
Karczew;mazowieckie;52.07805555555556;21.250833333333333
Kobyłka;mazowieckie;52.33916666666667;21.195833333333333
Konstancin-Jeziorna;mazowieckie;52.083333333333336;21.120833333333334
Kosów Lacki;mazowieckie;52.595555555555556;22.146666666666665
Kozienice;mazowieckie;51.58555555555556;21.551111111111112
Latowicz;mazowieckie;52.026666666666664;21.805555555555557
Legionowo;mazowieckie;52.406666666666666;20.934722222222224
Lipsko;mazowieckie;51.15833333333333;21.649166666666666
Lubowidz;mazowieckie;53.12222222222222;19.843055555555555
Łaskarzew;mazowieckie;51.79;21.592499999999998
Łochów;mazowieckie;52.53055555555555;21.68611111111111
Łomianki;mazowieckie;52.33555555555556;20.894444444444446
Łosice;mazowieckie;52.212500000000006;22.718888888888888
Maków Mazowiecki;mazowieckie;52.865;21.100555555555555
Marki;mazowieckie;52.321111111111115;21.103333333333335
Milanówek;mazowieckie;52.1243;20.665399999999998
Mińsk Mazowiecki;mazowieckie;52.18055555555555;21.558333333333334
Mława;mazowieckie;53.12722222222222;20.3575
Mogielnica;mazowieckie;51.69333333333333;20.724166666666665
Mordy;mazowieckie;52.211111111111116;22.51527777777778
Mrozy;mazowieckie;52.16611111111111;21.800833333333333
Mszczonów;mazowieckie;51.974444444444444;20.5125
Myszyniec;mazowieckie;53.38444444444444;21.340555555555554
Nasielsk;mazowieckie;52.58972222222222;20.804166666666667
Nowe Miasto (powiat płoński);mazowieckie;52.656388888888884;20.630555555555556
Nowe Miasto nad Pilicą;mazowieckie;51.61666666666667;20.578888888888887
Nowy Dwór Mazowiecki;mazowieckie;52.430277777777775;20.715833333333332
Ostrołęka;mazowieckie;53.08277777777778;21.572499999999998
Ostrów Mazowiecka;mazowieckie;52.80083333333333;21.89611111111111
Otwock;mazowieckie;52.10611111111111;21.265833333333333
Ożarów Mazowiecki;mazowieckie;52.208333333333336;20.79361111111111
Piaseczno;mazowieckie;52.07555555555556;21.02638888888889
Piastów;mazowieckie;52.18444444444444;20.83972222222222
Pilawa (miasto);mazowieckie;51.959722222222226;21.52361111111111
Pionki;mazowieckie;51.48166666666667;21.450277777777778
Płock;mazowieckie;52.54722222222222;19.7
Płońsk;mazowieckie;52.623333333333335;20.371111111111112
Podkowa Leśna;mazowieckie;52.12166666666667;20.726388888888888
Pruszków;mazowieckie;52.16555555555556;20.805555555555557
Przasnysz;mazowieckie;53.019444444444446;20.880555555555556
Przysucha;mazowieckie;51.358333333333334;20.628333333333334
Pułtusk;mazowieckie;52.705000000000005;21.083888888888886
Raciąż;mazowieckie;52.78111111111111;20.11777777777778
Radom;mazowieckie;51.40361111111111;21.156666666666666
Radzymin;mazowieckie;52.418055555555554;21.18111111111111
Różan;mazowieckie;52.888888888888886;21.39638888888889
Sanniki;mazowieckie;52.33166666666667;19.86416666666667
Serock;mazowieckie;52.513888888888886;21.072222222222223
Siedlce;mazowieckie;52.166666666666664;22.275
Sierpc;mazowieckie;52.85305555555556;19.668055555555558
Skaryszew;mazowieckie;51.31055555555555;21.251944444444444
Sochaczew;mazowieckie;52.22777777777778;20.241666666666667
Sochocin;mazowieckie;52.69027777777777;20.471666666666664
Sokołów Podlaski;mazowieckie;52.4075;22.249722222222225
Solec nad Wisłą;mazowieckie;51.13388888888889;21.763055555555557
Sulejówek;mazowieckie;52.244166666666665;21.279999999999998
Szydłowiec;mazowieckie;51.223888888888894;20.857222222222223
Tarczyn;mazowieckie;51.98027777777778;20.83361111111111
Tłuszcz (miasto);mazowieckie;52.43;21.43638888888889
Warka;mazowieckie;51.78333333333333;21.18638888888889
Warszawa;mazowieckie;52.23222222222223;21.008333333333333
Węgrów;mazowieckie;52.399166666666666;22.01638888888889
Wiskitki;mazowieckie;52.08694444444445;20.38277777777778
Wołomin;mazowieckie;52.34666666666667;21.241944444444446
Wyszków;mazowieckie;52.59305555555556;21.459166666666665
Wyszogród (województwo mazowieckie);mazowieckie;52.388888888888886;20.190833333333334
Wyśmierzyce;mazowieckie;51.625;20.813333333333333
Zakroczym;mazowieckie;52.43333333333333;20.611944444444447
Ząbki;mazowieckie;52.29277777777778;21.116111111111113
Zielonka (miasto);mazowieckie;52.30333333333333;21.160555555555554
Zwoleń (powiat zwoleński);mazowieckie;51.356944444444444;21.583888888888886
Żelechów;mazowieckie;51.80972222222222;21.895833333333332
Żuromin;mazowieckie;53.06666666666667;19.909166666666664
Żyrardów;mazowieckie;52.05416666666667;20.444444444444446
Będzin;śląskie;50.323888888888895;19.129166666666666
Bielsko-Biała;śląskie;49.822500000000005;19.044444444444448
Bieruń;śląskie;50.08972222222222;19.092777777777776
Blachownia;śląskie;50.77777777777778;18.974999999999998
Bytom;śląskie;50.348333333333336;18.915555555555553
Chorzów;śląskie;50.3;18.95
Cieszyn;śląskie;49.748333333333335;18.633055555555558
Czechowice-Dziedzice;śląskie;49.91133055555555;19.0075
Czeladź (miasto);śląskie;50.31722222222223;19.07027777777778
Czerwionka-Leszczyny;śląskie;50.14888888888889;18.677222222222223
Częstochowa;śląskie;50.81777777777778;19.138333333333332
Dąbrowa Górnicza;śląskie;50.32138888888889;19.18722222222222
Gliwice;śląskie;50.29222222222222;18.6675
Imielin;śląskie;50.14527777777778;19.185833333333335
Jastrzębie-Zdrój;śląskie;49.95027777777778;18.575277777777778
Jaworzno;śląskie;50.20444444444445;19.27
Kalety;śląskie;50.565;18.8825
Katowice;śląskie;50.26416666666667;19.02361111111111
Kłobuck;śląskie;50.905;18.93777777777778
Knurów;śląskie;50.22166666666667;18.670555555555556
Koniecpol;śląskie;50.774166666666666;19.68888888888889
Koziegłowy (miasto);śląskie;50.59996944444445;19.162916666666664
Krzanowice;śląskie;50.018055555555556;18.12527777777778
Krzepice;śląskie;50.967222222222226;18.731944444444444
Kuźnia Raciborska;śląskie;50.2;18.31138888888889
Lędziny;śląskie;50.1425;19.130833333333335
Lubliniec;śląskie;50.668055555555554;18.679166666666667
Łaziska Górne;śląskie;50.15472222222222;18.84361111111111
Łazy;śląskie;50.426944444444445;19.39472222222222
Miasteczko Śląskie;śląskie;50.501666666666665;18.939444444444444
Mikołów;śląskie;50.16361111111111;18.903888888888886
Mysłowice;śląskie;50.24138888888889;19.136666666666667
Myszków;śląskie;50.57555555555556;19.325833333333332
Ogrodzieniec;śląskie;50.45111111111111;19.51888888888889
Olsztyn (województwo śląskie);śląskie;50.75194444444445;19.267777777777777
Orzesze;śląskie;50.14388888888889;18.775555555555556
Piekary Śląskie;śląskie;50.37361111111111;18.94388888888889
Pilica (miasto);śląskie;50.4675;19.65694444444444
Poręba;śląskie;50.49277777777778;19.33361111111111
Pszczyna;śląskie;49.97805555555556;18.941666666666666
Pszów;śląskie;50.044999999999995;18.3906
Pyskowice;śląskie;50.39805555555556;18.6275
Racibórz;śląskie;50.091944444444444;18.21972222222222
Radlin;śląskie;50.041199999999996;18.465999999999998
Radzionków;śląskie;50.39972222222222;18.901666666666664
Ruda Śląska;śląskie;50.26277777777778;18.853611111111114
Rybnik;śląskie;50.09861111111111;18.545
Rydułtowy;śląskie;50.0665;18.421000000000003
Siemianowice Śląskie;śląskie;50.32694444444445;19.030555555555555
Siewierz;śląskie;50.46638888888889;19.229999999999997
Skoczów;śląskie;49.80333333333333;18.789722222222224
Sławków (województwo śląskie);śląskie;50.29943;19.38967
Sosnowiec;śląskie;50.28333333333333;19.133333333333333
Sośnicowice;śląskie;50.27222222222222;18.529722222222222
Strumień (miasto);śląskie;49.916666666666664;18.76361111111111
Szczekociny;śląskie;50.6275;19.825277777777778
Szczyrk;śląskie;49.71611111111111;19.026944444444442
Świętochłowice;śląskie;50.29194444444444;18.91777777777778
Tarnowskie Góry;śląskie;50.44444444444444;18.855555555555558
Toszek;śląskie;50.45416666666667;18.522222222222222
Tychy;śląskie;50.12361111111111;18.986666666666668
Ustroń;śląskie;49.71611111111111;18.81638888888889
Wilamowice;śląskie;49.91638888888889;19.151944444444442
Wisła (miasto);śląskie;49.64722222222222;18.8675
Włodowice;śląskie;50.555;19.45138888888889
Wodzisław Śląski;śląskie;50.00277777777778;18.463055555555556
Wojkowice;śląskie;50.36472222222223;19.03666666666667
Woźniki;śląskie;50.586666666666666;19.060555555555556
Zabrze;śląskie;50.302499999999995;18.778055555555554
Zawiercie;śląskie;50.487500000000004;19.41638888888889
Żarki;śląskie;50.62416666666667;19.36388888888889
Żory;śląskie;50.04555555555555;18.69472222222222
Żywiec;śląskie;49.689166666666665;19.20583333333333
Bojanowo;wielkopolskie;51.70722222222223;16.749444444444446
Borek Wielkopolski;wielkopolskie;51.91638888888889;17.243055555555557
Budzyń;wielkopolskie;52.88944444444444;16.988611111111112
Buk (miasto);wielkopolskie;52.35666666666667;16.5175
Chocz;wielkopolskie;51.97527777777778;17.87027777777778
Chodzież;wielkopolskie;52.99;16.91222222222222
Czarnków;wielkopolskie;52.904444444444444;16.56416666666667
Czempiń;wielkopolskie;52.142833333333336;16.75915
Czerniejewo;wielkopolskie;52.42916666666667;17.491666666666667
Dąbie;wielkopolskie;52.09055555555556;18.822222222222223
Dobra (powiat turecki);wielkopolskie;51.91611111111111;18.61527777777778
Dobrzyca;wielkopolskie;51.865;17.601944444444445
Dolsk;wielkopolskie;51.986666666666665;17.065833333333334
Gniezno;wielkopolskie;52.544999999999995;17.603611111111114
Golina;wielkopolskie;52.24277777777778;18.092777777777776
Gołańcz;wielkopolskie;52.943888888888885;17.299444444444447
Gostyń;wielkopolskie;51.88611111111111;17.0125
Grabów nad Prosną;wielkopolskie;51.505;18.120833333333334
Grodzisk Wielkopolski;wielkopolskie;52.225;16.366666666666667
Jaraczewo;wielkopolskie;51.97027777777778;17.296166666666668
Jarocin;wielkopolskie;51.97361111111111;17.50111111111111
Jastrowie;wielkopolskie;53.42166666666667;16.815555555555555
Jutrosin;wielkopolskie;51.65138888888889;17.169444444444444
Kaczory;wielkopolskie;53.10333333333333;16.881666666666668
Kalisz;wielkopolskie;51.7625;18.08972222222222
Kępno;wielkopolskie;51.28111111111111;17.986944444444447
Kleczew;wielkopolskie;52.37111111111111;18.17638888888889
Kłecko;wielkopolskie;52.63166666666667;17.430555555555557
Kłodawa;wielkopolskie;52.25527777777778;18.913888888888888
Kobylin;wielkopolskie;51.716150000000006;17.226680555555554
Koło (miasto);wielkopolskie;52.20194444444445;18.647222222222222
Konin;wielkopolskie;52.2275;18.261388888888888
Kostrzyn;wielkopolskie;52.39791944444445;17.228155555555553
Kościan;wielkopolskie;52.081388888888895;16.640277777777776
Koźmin Wielkopolski;wielkopolskie;51.8275;17.453888888888887
Koźminek;wielkopolskie;51.79861111111111;18.333333333333332
Kórnik;wielkopolskie;52.247122222222224;17.090041666666664
Krajenka;wielkopolskie;53.29694444444444;16.990555555555556
Krobia;wielkopolskie;51.775;16.983333333333334
Krotoszyn;wielkopolskie;51.69555555555555;17.436944444444446
Krzywiń;wielkopolskie;51.96333333333334;16.82
Krzyż Wielkopolski;wielkopolskie;52.87916666666667;16.0125
Książ Wielkopolski;wielkopolskie;52.060991666666666;17.239358333333335
Leszno;wielkopolskie;51.84583333333334;16.580555555555556
Luboń;wielkopolskie;52.34580555555556;16.87836111111111
Lwówek;wielkopolskie;52.44791111111111;16.18101388888889
Łobżenica;wielkopolskie;53.26249166666667;17.255680555555557
Margonin;wielkopolskie;52.97330277777778;17.094797222222223
Miasteczko Krajeńskie;wielkopolskie;53.095555555555556;17.009444444444444
Miejska Górka;wielkopolskie;51.655;16.954444444444444
Międzychód;wielkopolskie;52.60111111111111;15.889999999999999
Mikstat;wielkopolskie;51.53194444444444;17.973055555555554
Miłosław;wielkopolskie;52.20277777777778;17.489444444444445
Mosina;wielkopolskie;52.24666666666667;16.845
Murowana Goślina;wielkopolskie;52.574172222222224;17.008927777777778
Nekla;wielkopolskie;52.365;17.41333333333333
Nowe Skalmierzyce;wielkopolskie;51.71027777777778;17.9925
Nowy Tomyśl;wielkopolskie;52.31722222222223;16.121666666666666
Oborniki;wielkopolskie;52.64472222222222;16.81416666666667
Obrzycko;wielkopolskie;52.70638888888889;16.529166666666665
Odolanów;wielkopolskie;51.574444444444445;17.67388888888889
Okonek;wielkopolskie;53.535555555555554;16.851944444444445
Opalenica;wielkopolskie;52.30916666666666;16.409444444444443
Opatówek;wielkopolskie;51.74;18.214444444444442
Osieczna;wielkopolskie;51.905833333333334;16.67638888888889
Ostroróg;wielkopolskie;52.62694444444445;16.455277777777777
Ostrów Wielkopolski;wielkopolskie;51.65472222222222;17.807222222222222
